geonameid;name;latitude;longitude;countrycode;population;timezone;admin1code;alternatenames;continentcode
3188225;Velika Kladuša;45.18497;15.80579;BA;19330;Europe/Sarajevo;01;['Velika Kladusa', 'Velika Kladusha', 'Velika Kladuša', 'Velika-Kladusha', 'da ke la du sha', 'wlyka kldwsha', 'wlyqh qldwsh', 'wylyka kladwsha', 'Велика Кладуша', 'Велика-Кладуша', 'וליקה קלדושה', 'ولیکا کلدوشا', 'ویلیکا کلادوشا', 'ヴェリカ・クラドゥシャ', '大克拉杜沙'];EU
3188582;Tuzla;44.53842;18.66709;BA;142486;Europe/Sarajevo;01;['Donja Tuzla', 'Soli', 'TZL', 'Tuzl', 'Tuzla', 'touzura', 'tu ci la', 'tujeulla', 'twzla', 'tzla', 'Тузла', 'تزلا', 'تزلہ', 'توزلا', 'ტუზლა', 'トゥズラ', '图兹拉', '투즐라'];EU
3188893;Trebinje;42.71197;18.34362;BA;33178;Europe/Sarajevo;02;"['Trebigne', ""Trebin'e"", 'Trebine', 'Trebinje', 'Trebinė', 'te lei bi nie', 'teulebine', 'torebinye', 'Требине', 'Требинье', 'Требиње', 'トレビニェ', '特雷比涅', '트레비네']";EU
3188924;Travnik;44.22637;17.66583;BA;31127;Europe/Sarajevo;01;['Traunik', 'Travnik', 'Travnikas', 'te la fu ni ke', 'teulabeunikeu', 'toravuniku', 'travnik', 'trawnyk', 'Травник', 'Траўнік', 'טראווניק', 'تراونیک', 'トラヴニク', '特拉夫尼克', '트라브니크'];EU
3191281;Sarajevo;43.84864;18.35644;BA;696731;Europe/Sarajevo;01;['Bosna-Sarai', 'SJJ', 'Saarayego', 'Saireavo', 'Sairéavó', 'Saraeva', 'Saraevo', 'Saraevo osh', 'Saragebo', 'Saragiebo', 'Saragievo', 'Sarajeva', 'Sarajevas', 'Sarajevo', 'Sarajevs', 'Sarajevu', 'Sarajevó', 'Sarajewo', 'Sarajèvo', 'Saraxevo', 'Saraybosna', 'Sarayevo', 'Sarayevu', 'Seraium', 'Serayevo', 'Szarajevo', 'Szarajevó', 'Vrh Bosna', 'carayevo', 'sa la re wo', 'sai la ye fu', 'salayebo', 'saraevo', 'saraevuo', 'sarajyww', 'sarayavea', 'sarayebho', 'sarayevho', 'sarayevo', 'sarayewo', 'sarayh ww', 'sarayww', 'sarayyfw', 'srayyfw', 'srayyww', 'sryybw', 'Σαράγεβο', 'Σαράγιεβο', 'Σαραγιεβο', 'Сараева', 'Сараево', 'Сараево ош', 'Сараєво', 'Сарајево', 'Сараѥво', 'Սարաևո', 'סאראיעווא', 'סרייבו', 'ساراجیوو', 'ساراييفو', 'سارايېۋو', 'سارایه وو', 'سارایوو', 'سارایێڤۆ', 'سرائیوو', 'سراييفو', 'सारायेव्हो', 'সারায়েভো', 'ਸਾਰਾਯੇਵੋ', 'சாரயேவோ', 'സരയാവോ', 'ซาราเยโว', 'ས་ར་ཇི་བོ།', 'სარაევო', 'ሳራዬቮ', 'サラエヴォ', '塞拉耶佛', '薩拉熱窩', '사라예보'];EU
3192409;Prijedor;44.97991;16.71401;BA;36347;Europe/Sarajevo;02;['Grad Prijedor', 'Priedor', 'Priedora', 'Prijedor', 'Prijedoras', 'peuliyedoleu', 'pu li ye duo er', 'puriiedoru', 'Град Приједор', 'Приедор', 'Приедора', 'Прієдор', 'پریجیڈور', 'プリイェドル', '普里耶多尔', '프리예도르'];EU
3194828;Mostar;43.34333;17.80806;BA;104518;Europe/Sarajevo;01;['Mandetrium', 'Mostar', 'Mostara', 'Mostaras', 'Mostari', 'OMO', 'mo si ta er', 'moseutaleu', 'mosutaru', 'mwstar', 'mwstr', 'Μόσταρ', 'Мостар', 'מוסטר', 'موستار', 'モスタル', '莫斯塔爾', '모스타르'];EU
3196079;Lukavac;44.54245;18.52618;BA;44520;Europe/Sarajevo;01;['Lukavac', 'Lukavac Muslimanski', 'Lukavacas', 'Muslimanski Lukavac', 'lu ka wa ci', 'Лукавац', '盧卡瓦茨'];EU
3199744;Gradačac;44.87851;18.42764;BA;15659;Europe/Sarajevo;01;['Gradacac', 'Gradacacas', 'Gradachac', 'Gradačac', 'Gradačacas', 'ge la da cha ci', 'guradachatsu', 'Градачац', 'グラダチャツ', '格拉達查茨'];EU
3199779;Gračanica;44.70307;18.3101;BA;15758;Europe/Sarajevo;01;['Gracanica', 'Grachanica', 'Gračanica', 'ge la cha ni cha', 'grachanytsa  bwsny w hrzgwyn', 'Грачаница', 'گراچانیتسا، بوسنی و هرزگوین', 'گراچانیسا، بوسنیا و ہرزیگووینا', '格拉查尼察'];EU
3200396;Goražde;43.66795;18.97564;BA;17650;Europe/Sarajevo;01;['Gorajde', 'Gorazde', 'Gorazhda', 'Gorazhde', 'Goražde', 'Goraždė', 'ge la ri dai', 'golajude', 'gorajude', 'grazhdh', 'Горажде', 'گراژده', 'ゴラジュデ', '戈拉日代', '고라주데'];EU
3201984;Doboj;44.73179;18.08698;BA;27235;Europe/Sarajevo;02;['Doboj', 'Dobojus', 'doboi', 'duo bo yi', 'dwbwj', 'Добой', 'Добој', 'دوبوج', 'ドボイ', '多博伊', '도보이'];EU
3202822;Cazin;44.96694;15.94306;BA;21741;Europe/Sarajevo;01;['Cazin', 'Cazinas', 'cha jin', 'tsuajin', 'Цазин', 'ツァジン', '察津'];EU
3203099;Bugojno;44.05722;17.45083;BA;41378;Europe/Sarajevo;01;['Bugoinas', 'Bugojne', 'Bugojno', 'Bugoyno', 'bugoino', 'Бугойно', 'Бугојно', 'Բուգոյնո', 'ブゴイノ'];EU
3203521;Brčko;44.86995;18.81012;BA;38968;Europe/Sarajevo;BRC;['Bercka', 'Brchko', 'Brckas', 'Brcko', 'Brczko', 'Breucus', 'Bruchko', 'Brčkas', 'Brčko', 'Bërçka', 'beuleuchiko', 'brchkw', 'brkw', 'brtshkw', 'brzqw', 'bu er qi ke', 'buruchiko', 'Брчко', 'Бръчко', 'ברצקו', 'برتشكو', 'برچکو', 'برکو', 'ブルチコ', '布尔奇科', '브르치코'];EU
3203653;Bosanska Krupa;44.8825;16.15139;BA;15193;Europe/Sarajevo;01;['Bosanska Krupa', 'Krupa', 'Krupa na Uni', 'bo si ni ya ke lu pa', 'Босанска Крупа', 'ボサンスカ・クルパ', '波斯尼亞克魯帕'];EU
3204186;Bijeljina;44.75874;19.21437;BA;37692;Europe/Sarajevo;02;['Beline', 'Bielina', 'Bieline', 'Bijelina', 'Bijeljina', 'bi ye li na', 'bielina', 'biierina', 'biyellina', 'bjljyna', 'blnh', 'byh lyna', 'byylynh', 'Биелина', 'Биелине', 'Бијељина', 'Бієліна', 'Բիելինա', 'ביילינה', 'بجلجینا', 'بلنه', 'بيه لينا', 'بیه\u200cلینا', 'بیےلینا', 'ბიელინა', 'ビイェリナ', '比耶利納', '비옐리나'];EU
3204222;Bihać;44.81694;15.87083;BA;75641;Europe/Sarajevo;01;['Bichacas', 'Bichačas', 'Bihac', 'Bihacium', 'Bihacs', 'Bihaç', 'Bihać', 'Bihács', 'Bikhach', 'Bikhak', 'bi ha qi', 'bi hach', 'bihachi', 'byhach', 'byhʼz', 'bykhach', 'bykhatsh', 'Бихач', 'Бихаћ', 'Бихаќ', 'Біхач', 'ביחאץ', 'بيخاتش', 'بیخاچ', 'بیهاچ', 'بیہاج', 'บีฮาช', 'ビハチ', '比哈奇', '비하치'];EU
3204541;Banja Luka;44.77842;17.19386;BA;221106;Europe/Sarajevo;02;['BNX', 'Bagnaluka', 'Bana Luka', 'Bania Louka', 'Bania Luka', 'Banialuca', 'Banja Luka', 'Banja Luka - Bana Luka', 'Banja Luka - Бања Лука', 'Banja-Luka', 'Banja-Lukae', 'Banjaluka', 'Banjaluko', 'Banya Luka', 'Baņa Luka', 'ba ni ya lu ka', 'ban ya luk a', 'banja luka', 'banja lwka', 'banya lwka', 'banyaluka', 'Μπάνια Λούκα', 'Баня Лука', 'Баня-Лукæ', 'Баня-Лука', 'Банꙗ Лоука', 'Бања Лука', 'Բանյա Լուկա', 'באניה לוקה', 'بانجا لوکا', 'بانيا لوكا', 'بانیا لوکا', 'बंजा लुका', 'บันยาลูกา', 'ბანია-ლუკა', 'バニャ・ルカ', '巴尼亚卢卡', '바냐루카'];EU
3337476;Konjic;43.65126;17.96082;BA;15950;Europe/Sarajevo;01;['Konjic'];EU
2783081;Zwijndrecht;51.21979;4.32664;BE;18249;Europe/Brussels;VLG;['Zuindracum', 'Zvejndrekht', 'Zwijndrecht', 'Zwyndrecht', 'ci wei en de lei he te', 'zwyyzhndrkt', 'Звейндрехт', 'زوئیژندرکت', '兹韦恩德雷赫特'];EU
2783089;Zwevegem;50.81268;3.33848;BE;23358;Europe/Brussels;VLG;['Sweveghem', 'Zvevegem', 'Zwevegem', 'Zwevehem', 'ci wei fu hai mu', 'zwywwzhm', 'Звевегем', 'زوئووژم', '兹韦弗海姆'];EU
2783175;Zottegem;50.86955;3.81052;BE;24434;Europe/Brussels;VLG;['Sottegem', 'Zotegem', 'Zottegem', 'ztzhm', 'zuo te hai mu', 'Зотегем', 'Зоттегем', 'زتژم', '佐特海姆'];EU
2783188;Zonhoven;50.99064;5.36819;BE;19922;Europe/Brussels;VLG;['Zoneve', 'Zonhoven', 'Zonhovena', 'Zonkhoven', 'son ho fein', 'zong huo fen', 'zwnwwan', 'Зонховен', 'زونووان', 'โซนโฮเฟิน', '宗霍芬'];EU
2783197;Zolder;51.02455;5.30983;BE;17289;Europe/Brussels;VLG;['Heusden-Zolder (Zolder)', 'Zolder', 'ゾルダー・サーキット'];EU
2783274;Zemst;50.98318;4.46079;BE;21096;Europe/Brussels;VLG;['Sempst', 'Zemst', 'zamst', 'ze mu si te', 'Земст', 'زامست', '泽姆斯特'];EU
2783293;Zele;51.06566;4.0403;BE;20236;Europe/Brussels;VLG;['Zele', 'ze lai', 'zl', 'Зеле', 'زل', '泽莱'];EU
2783308;Zedelgem;51.14236;3.1368;BE;21968;Europe/Brussels;VLG;"[""Zedel'gem"", 'Zedelgem', 'Zedelghem', 'Zillegem', 'Zillehem', 'ze de er hai mu', 'zwdlzhm', 'Зеделгем', 'Зедельгем', 'زودلژم', '泽德尔海姆']";EU
2783310;Zaventem;50.88365;4.47298;BE;28188;Europe/Brussels;VLG;['Saventhem', 'Zaventem', 'zha fen te mu', 'zwantm', 'Завентем', 'زوانتم', '扎芬特姆'];EU
2783456;Wondelgem;51.08705;3.70909;BE;23546;Europe/Brussels;VLG;['Wendelghem', 'Wondelgem'];EU
2783476;Woluwe-Saint-Lambert;50.84389;4.42912;BE;56584;Europe/Brussels;BRU;['Brussel (Sint-Lambrechts-Woluwe)', 'Bruxelles (Woluwe-Saint-Lambert)', 'Sint Lambrekhts - Voljuve', 'Sint-Lambrechts-Woluwe', 'Volive Sen Lamber', 'Voljuve-Sen-Lamber', 'Woluwe-Saint-Lambert', 'Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe', 'Woluwe-Saint-Lambert/Sint-Lambrechts-Woluwe', 'vuoryuue=san=ranberu', 'wo lu wei-sheng lan bo', 'wollwibeusaenglangbeleu', 'wwlww-sn-lambr', 'Воливе Сен Ламбер', 'Волюве-Сен-Ламбер', 'Синт Ламбрехтс - Волюве', 'وولوو-سن-لامبر', 'ヴォリュウェ＝サン＝ランベール', '沃吕韦-圣兰伯', '월뤼브생랑베르'];EU
2783615;Wilrijk;51.16734;4.39513;BE;41403;Europe/Brussels;VLG;['Antwerpen (Wilrijk)', 'Vilrejk', 'Wilryck', 'wwylryyq', 'Вилрейк', 'ווילרייק'];EU
2783632;Willebroek;51.06041;4.36019;BE;22808;Europe/Brussels;VLG;['Vilebruk', 'Villebruk', 'Willebroeck', 'Willebroek', 'wei lei bu lu ke', 'wywbrwyk', 'Вилебрук', 'Виллебрук', 'ویوبروئک', '维勒布鲁克'];EU
2783759;Wevelgem;50.8;3.16667;BE;30954;Europe/Brussels;VLG;"[""Vevel'geme"", 'Vevelgem', 'Wevelgem', 'Wevelghem', 'Wevelhem', 'wei fu er hai mu', 'Вевелгем', 'Вевельгеме', '韦弗尔海姆']";EU
2783763;Wetteren;51.00526;3.88341;BE;22930;Europe/Brussels;VLG;['Veteren', 'Vetteren', 'Wetteran', 'Wetteren', 'awytwran', 'wei te lun', 'Ветерен', 'Веттерен', 'اوئتوران', '韦特伦'];EU
2783801;Westerlo;51.09049;4.91544;BE;22579;Europe/Brussels;VLG;['Vesterlas', 'Vesterlo', 'Westel', 'Westerlo', 'Westerloo', 'awystrlw', 'wei si te luo', 'Вестерло', 'اوئسترلو', '韦斯特洛'];EU
2783820;Wervik;50.78069;3.03854;BE;17340;Europe/Brussels;VLG;['Vervik', 'Viroviacum', 'Wervicq', 'Wervik', 'wei er fei ke', 'wrwyk', 'Вервик', 'Вервік', 'ورویک', '韦尔菲克'];EU
2783941;Wavre;50.71717;4.60138;BE;34305;Europe/Brussels;WAL;['Uavur', 'Vavr', 'Vavra', 'Vavras', 'Wave', 'Waver', 'Wavre', 'Wavria', 'Wåve', 'ZGV', 'uabeuleu', 'wa fu er', 'wavuru', 'wwr', 'Βαβρ', 'Вавр', 'Уавър', 'وور', 'ワーヴル', '瓦夫爾', '우아브르'];EU
2783979;Watermael-Boitsfort;50.80154;4.41436;BE;25157;Europe/Brussels;BRU;"['Brussel (Watermaal-Bosvoorde)', 'Bruxelles (Watermael-Boitsfort)', 'Vatermal - Bosvorde', ""Vatermal'-Buafor"", 'Watermaal-Boschvoorde', 'Watermaal-Bosvoorde', 'Watermael-Boitsfort', 'Watermael-Boitsfort - Watermaal-Bosvoorde', 'Watermael-Boitsfort/Watermaal-Bosvoorde', 'awytrmyl-bwatsfwr', 'wa te er ma er-bu wa fu er', 'wateleumalbuapoleu', 'waterumaru=bowaforu', 'Ватермал - Босворде', 'Ватермаль-Буафор', 'اوئترمئل-بوآتسفور', 'ワーテルマール＝ボワフォール', '瓦特尔马尔-布瓦福尔', '와테르말부아포르']";EU
2783985;Waterloo;50.71469;4.3991;BE;29778;Europe/Brussels;WAL;['Vaterlo', 'Vaterloo', 'Vatʻerloo', 'Waterlo', 'Waterloo', 'Waterloum', 'Waterlô', 'hua tie lu', 'oyataralu', 'wateruro', 'watrlw', 'wo da lao', 'woteollu', 'wwtrlw', 'Βατερλώ', 'Ватерло', 'Ватерлоо', 'Վաթեռլոո', 'ווטרלו', 'واترلو', 'واٹرلو، بیلجئیم', 'ওয়াটারলু', 'ワーテルロー', '滑鐵盧', '窩打老', '워털루'];EU
2784068;Waregem;50.88898;3.42756;BE;35896;Europe/Brussels;VLG;['Varegem', 'Varegemas', 'Waereghem', 'Waregem', 'Waregemi vald', 'Woaregem', 'baleheom', 'wa lei hai mu', 'warehemu', 'warkhm', 'Варегем', 'وارخم', 'ワレヘム', '瓦勒海姆', '바레험'];EU
2784189;Walcourt;50.25401;4.43796;BE;17501;Europe/Brussels;WAL;"[""Val'kur"", 'Valkur', 'Walcou', 'Walcourt', 'Walcoû', 'wa er ku er', 'wlkwr', 'Валкур', 'Валькур', 'ولکور', '瓦尔库尔']";EU
2784548;Visé;50.7376;5.69907;BE;17054;Europe/Brussels;WAL;['Vise', 'Visé', 'Wezet'];EU
2784604;Vilvoorde;50.92814;4.42938;BE;36955;Europe/Brussels;VLG;['Vilvoorde', 'Vilvorde', 'Vilvordė', 'fei er fu er de', 'wylwwrd', 'Вилворде', 'Вілворде', 'ویلوورد', '菲尔福尔德'];EU
2784821;Verviers;50.58907;5.86241;BE;52824;Europe/Brussels;WAL;"[""Verv'e"", 'Verve', 'Vervi', 'Vervia', 'Vervie', 'Verviers', 'Vervje', 'Vervjė', 'Vervî', 'beleubie', 'vervie', 'vueruvuie', 'wei er wei ye', 'wrwyh', 'Вервие', 'Вервье', 'Вервє', 'Вервје', 'ورویه', 'ვერვიე', 'ヴェルヴィエ', '韦尔维耶', '베르비에']";EU
2785123;Uccle;50.80225;4.33943;BE;82929;Europe/Brussels;BRU;['Brussel (Ukkel)', 'Bruxelles (Uccle)', 'Jukel', 'Uccla', 'Uccle', 'Uccle-Ukkel', 'Uccle/Ukkel', 'Ukel', 'Ukkel', 'awkl', 'ikuru', 'wikeul', 'xu kl', 'yu ke lei', 'Укел', 'Уккел', 'Юкел', 'اوکل', 'อุกล์', 'イクル', '于克勒', '위클'];EU
2785141;Turnhout;51.32254;4.94471;BE;44000;Europe/Brussels;VLG;"[""T'ornkhaut"", 'Tjurnkhaut', 'Turnaut', 'Turnholtum', 'Turnhout', 'Turnkhout', 'di lun hao te', 'tourunhauto', 'twileunhauteu', 'twrnhawt', 'twrnw', 'Турнаут', 'Турнхоут', 'Тьорнхаут', 'Тюрнхаут', 'تورنهاوت', 'تورنو', 'トゥルンハウト', '蒂伦豪特', '튀른하우트']";EU
2785169;Tubize;50.69059;4.2009;BE;18000;Europe/Brussels;WAL;['Tiubizas', 'Tjubiz', 'Tubeke', 'Tubize', 'di bi ci', 'twbyz', 'twibijeu', 'Тюбиз', 'توبيز', 'توبیز', '蒂比兹', '튀비즈'];EU
2785341;Tournai;50.60715;3.38932;BE;69554;Europe/Brussels;WAL;['Doornik', 'Doornyk', 'Tornai', 'Tournai', 'Tournay', 'Turnacum', 'Turne', 'Turnė', 'ZGQ', 'tourune', 'tu er nai', 'tuleune', 'twrnay', 'twrnh', 'Τουρναί', 'Турне', 'טורנה', 'تورناي', 'تورنه', 'ตูร์แน', 'トゥルネー', '图尔奈', '투르네'];EU
2785364;Torhout;51.0656;3.10085;BE;18933;Europe/Brussels;VLG;['Thouront', 'Thourout', 'Toeroet', 'Torhout', 'Torkhaut', 'Torkhout', 'Turholt', 'trw', 'tuo er hao te', 'Торхаут', 'Торхоут', 'ترو', '托尔豪特'];EU
2785389;Tongeren;50.78054;5.46484;BE;29816;Europe/Brussels;VLG;['Atuatuca Tungrorum', 'Tongere', 'Tongerehn', 'Tongeren', 'Tongerenas', 'Tongres', 'Toungern', 'Tungro', 'Tóngere', 'tnzhran', 'tong e lun', 'tong-eleon', 'tongngexrein', 'tonheren', 'Тонгерен', 'Тонгерэн', 'تنژران', 'โตงเงอเริน', 'トンヘレン', '通厄伦', '통에런'];EU
2785470;Tienen;50.80745;4.9378;BE;31743;Europe/Brussels;VLG;['Thenae', 'Thienen', 'Tienen', 'Tijnen', 'Tinen', 'Tirlemont', 'di nen', 'tyynan', 'Тийнен', 'Тинен', 'تیئنان', '蒂嫩'];EU
2785476;Tielt;50.99931;3.32707;BE;19299;Europe/Brussels;VLG;['Thielt', 'Tielt', 'Tijlt', 'Tilt', 'di er te', 'tylt', 'tyylt', 'Тийлт', 'Тілт', 'تيلت', 'تیئلت', '蒂尔特'];EU
2785612;Tessenderlo;51.06513;5.08856;BE;16574;Europe/Brussels;VLG;['Loei', 'Tesenderlo', 'Tessenderlo', 'Tessenderloo', 'tai sen de luo', 'teseondeleullo', 'theis seinde xrlo', 'tsandrlw', 'Тесендерло', 'تساندرلو', 'เทิสเซินเดอร์โล', '泰森德洛', '테선데를로'];EU
2785622;Tervuren;50.82372;4.51418;BE;20623;Europe/Brussels;VLG;"[""Terv'oren"", 'Tervjuren', 'Tervueren', 'Tervuren', 'te er fei lun', 'trwwran', 'Тервьорен', 'Тервюрен', 'ترووران', '特尔菲伦']";EU
2785778;Temse;51.12794;4.21372;BE;26054;Europe/Brussels;VLG;['Tamise', 'Tamsch', 'Tamse', 'Temsche', 'Temse', 'tams', 'te mu sai', 'Темсе', 'تامس', '特姆塞'];EU
2786087;Stekene;51.2099;4.03651;BE;16989;Europe/Brussels;VLG;['Stekene'];EU
2786229;Stabroek;51.33189;4.37127;BE;17294;Europe/Brussels;VLG;['Stabroeck', 'Stabroek'];EU
2786344;Soumagne;50.61385;5.74679;BE;15237;Europe/Brussels;WAL;"['Soumagne', 'Soûmagne', 'Suman', ""Suman'"", 'su ma nie', 'swmny', 'Суман', 'Сумань', 'سومنی', '苏马涅']";EU
2786420;Soignies;50.57904;4.07129;BE;24869;Europe/Brussels;WAL;"['Soani', 'Sougniye', ""Suan'e"", ""Suan'i"", 'Zinnik', 'swynyh', 'Соани', 'Суанье', 'Суаньи', 'Суаньї', 'سوئنیه']";EU
2786545;Sint-Truiden;50.81679;5.18647;BE;37859;Europe/Brussels;VLG;['Oppidum Sancti Trudonis', 'Saint-Trond', 'Sankt-Trond', 'Sent-Trueden', 'Sent-Trüden', 'Sint Treidenas', 'Sint Treidens', 'Sint Trojden', 'Sint Truijen', 'Sint-Trejden', 'Sint-Trjojden', 'Sint-Trjujden', 'Sint-Trond', 'Sint-Truiden', 'Sint-Truudn', 'Sintruin', 'Sinttreidena', 'sant trwnd', 'sheng te lei deng', 'shinto=toroiden', 'sint-tery dein', 'sinteuteulawideon', 'snt trwydn', 'Санкт-Тронд', 'Синт Тройден', 'Синт Тројден', 'Синт-Трюйден', 'Синт-Трёйден', 'Сінт-Трейден', 'سانت تروند', 'سنت ترویدن', 'ซินต์-เตรยเดิน', 'シント＝トロイデン', '圣特雷登', '신트트라위던'];EU
2786559;Sint-Pieters-Leeuw;50.77926;4.24355;BE;30446;Europe/Brussels;VLG;['Ieus', 'Leeuw-Saint-Pierre', 'Sin Piters Leuv', 'Sint Pijters Leu', 'Sint-Pieters-Leeuw', 'Sint-Piters-Leuv', 'sheng bi de si-lai wu', 'sn-pywth-lyw', 'Син Питерс Леув', 'Синт Пийтерс Леу', 'Синт-Питерс-Леув', 'سن-پیوته-لئو', '圣彼得斯-莱乌'];EU
2786578;Sint-Niklaas;51.16509;4.1437;BE;69010;Europe/Brussels;VLG;['Saint-Nicolas', 'Sint-Niklaas', 'Sint-Niklas', 'Синт-Никлас'];EU
2786634;Sint-Kruis;51.21399;3.24949;BE;16000;Europe/Brussels;VLG;['Sainte-Croix', 'Sint-Kruis'];EU
2786641;Sint-Katelijne-Waver;51.06691;4.53469;BE;19487;Europe/Brussels;VLG;['Sint Katelejne - Vaver', 'Sint Katelijne Waver', 'Sint-Katelijne-Waver', 'Sint-Kathelijne-Waver', 'Wavre-Sainte-Catherine', 'sheng ka te lai na-wa fu er', 'sn-ktwlyzhnwywh', 'Синт Кателейне - Вавер', 'سن-کتولیژنوئوه', '圣卡特莱娜-瓦弗尔'];EU
2786694;Sint-Gillis-Waas;51.21914;4.12374;BE;17658;Europe/Brussels;VLG;['Saint-Gilles-Waes', 'Saint-Gillis-Waas', 'Sint-Gillis-Waas'];EU
2786700;Sint-Genesius-Rode;50.74645;4.35754;BE;17990;Europe/Brussels;VLG;['Rhode-Saint-Genese', 'Rhode-Saint-Genèse', 'Sint-Genesius-Rode'];EU
2786739;Sint-Andries;51.19696;3.17891;BE;19336;Europe/Brussels;VLG;['Saint-Andre', 'Saint-André', 'Sint-Andries'];EU
2786743;Sint-Amandsberg;51.05947;3.74943;BE;32115;Europe/Brussels;VLG;['Mont-Saint Amand', 'Sint-Amandsberg'];EU
2786824;Seraing;50.58362;5.50115;BE;60737;Europe/Brussels;WAL;['Seraing', 'Sere', 'Seren', 'Serenas', 'Serranius', 'Serè', 'se lan', 'selaeng', 'seran', 'sex ræng', 'srn', 'Серен', 'سرن', 'เซอแร็ง', 'セラン', '瑟兰', '세랭'];EU
2786963;Schoten;51.25251;4.50268;BE;33622;Europe/Brussels;VLG;['Schooten', 'Schoten', 'Skhoten', 'shwtan', 'si huo teng', 'Схотен', 'شوتان', '斯霍滕'];EU
2787048;Schilde;51.24107;4.58336;BE;20373;Europe/Brussels;VLG;"['Schilde', ""Shil'de"", 'Шильде']";EU
2787149;Schaerbeek;50.86935;4.37737;BE;132761;Europe/Brussels;BRU;['Brussel (Schaarbeek)', 'Bruxelles (Schaerbeek)', 'Sarbeko', 'Scarbeca', 'Schaarbeek', 'Schaerbeek', 'Schaerbeek - Schaarbeek', 'Schaerbeek-Schaarbeek', 'Schaerbeek/Schaarbeek', 'Skharbek', 'seuhaleubeikeu', 'sharbyk', 'shyrbyk', 'si ha er bei ke', 'ska rbek', 'sukarubeku', 'Ŝarbeko', 'Схарбек', 'شئربئک', 'شاربیک', 'สการ์เบก', 'スカールベーク', '斯哈尔贝克', '스하르베이크'];EU
2787356;Saint-Nicolas;50.62837;5.53243;BE;22586;Europe/Brussels;WAL;['Saint-Nicolas', 'Sankt-Nikola', 'Sint-Niklaas', 'Санкт-Никола'];EU
2787387;Saint-Josse-ten-Noode;50.8538;4.37282;BE;27366;Europe/Brussels;BRU;['Brussel (Sint-Joost-ten-Node)', 'Bruxelles (Saint-Josse-ten-Noode)', 'Nauda Sancti Iudoci', 'Saint-Josse-ten-Noode', 'Saint-Josse-ten-Noode - Sint-Joost-ten-Node', 'Saint-Josse-ten-Noode/Sint-Joost-ten-Node', 'Sen-Zhoss-ten-Node', 'Sint Jost ten Node', 'Sint-Joost-ten-Node', 'saengjoseutangnodeu', 'san=josu=tan=nodo', 'sheng ruo si-teng-nuo de', 'sn-zhws-tan-nwd', 'Сен-Жосс-тен-Ноде', 'Синт Йост тен Ноде', 'سن-ژوس-تان-نود', 'سینٹ-جوسسے-تین-نووڈے', 'サン＝ジョス＝タン＝ノード', '圣若斯-滕-诺德', '생조스탕노드'];EU
2787413;Saint-Gilles;50.82763;4.34389;BE;50221;Europe/Brussels;BRU;"['Brussel (Sint-Gillis)', 'Bruxelles (Saint-Gilles)', 'Saint-Gilles', 'Saint-Gilles - Sint-Gillis', 'Saint-Gilles/Sint-Gillis', 'Sen Zhil', ""Sen-Zhil'"", 'Sint Gilis', 'Sint-Djile-dile-Brussele', 'Sint-Djîle-dilé-Brussele', 'Sint-Gillis', 'Sint-Gillis-Obbrussel', 'saengjil', 'san=jiru', 'sheng ji er', 'sn-zhyl', 'Сен Жил', 'Сен-Жиль', 'Сен-Жіль', 'Синт Гилис', 'سن-ژیل', 'سینٹ-گلیس، بیلجیم', 'サン＝ジル', '圣吉尔', '생질']";EU
